cond,i,M,S,R,s_ma,rho,beta,gpath,e0_p,e0_coef,e0_ok,e1_p,e1_coef,e1_se,e1_converged,e1_ok,e1_scale,e1_vc_model,e1_vc_model_arm,e1_vc_path,e2_est,e2_lo,e2_hi,e2_reject,e2_covers,e3_delta,e3_lo,e3_hi,e3_reject,t_e1
M6_S10_R1_sma0.03_rho0.0_beta0.0,10,6,10,1,0.03,0.0,0.0,0.04,0.17103264929969453,-0.006647966901548529,True,0.6101472237348899,-0.004033066618068894,0.007910093728348515,True,True,0.0009295427649527694,0.002301469607631016,9.47544718784972e-05,0.0010824915619976124,-0.004033066618068704,-0.01847298419177179,0.011703373919325005,False,True,-0.023333333333333373,-0.231125,0.18111111111111106,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,11,6,10,1,0.03,0.0,0.0,0.04,0.04204874953864489,-0.010268953754844589,True,0.32375747194858095,-0.0094661049794247,0.009593061625617268,True,True,0.0009175157025254217,0.004628580617390352,0.0001843289238061371,0.0012265845230643552,-0.009466104979424602,-0.03114095497534715,0.012891233431798717,False,True,-0.07833333333333337,-0.3116666666666667,0.12619444444444433,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,12,6,10,1,0.03,0.0,0.0,0.04,0.00016553869761977124,0.01849807682247085,True,0.12643704789391408,0.014189853417023078,0.009284705345758997,True,True,0.0009248071139701452,0.002520357904548923,0.00016613654867568786,0.0008807841805441998,0.01418985341702257,-0.012593263048124,0.03647189670293351,False,True,0.10722222222222227,-0.10058333333333329,0.31556944444444446,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,13,6,10,1,0.03,0.0,0.0,0.04,0.5593494992889156,0.003503887080749207,True,0.4045851343744157,0.008221504429069998,0.009864301455188367,True,True,0.0009337943683548787,0.002143871564491219,0.00019853389276100486,0.0012737698040421767,0.008221504429069968,-0.016094988038802688,0.030557622991247826,False,True,0.0633333333333333,-0.14613888888888885,0.2727777777777778,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,14,6,10,1,0.03,0.0,0.0,0.04,0.5159256316405866,-0.004068585052936058,True,0.60154621187689,-0.0057974392643330265,0.011102413791763853,True,True,0.0009477971537065538,0.0011003188046973056,0.00027501106064,0.0022926095301989296,-0.005797439264333783,-0.030933192284043485,0.019273109065581003,False,True,-0.04777777777777775,-0.24725,0.15895833333333323,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,15,6,10,1,0.03,0.0,0.0,0.04,0.40042918278419826,0.00526397964891399,True,0.5643810061475564,0.006428488292756534,0.011153860430339353,True,True,0.0008989747726365553,0.005748059524897636,0.00028332833023480934,0.001973080194977585,0.006428488292756305,-0.019592246739262867,0.029356645082805437,False,True,0.06499999999999995,-0.13563888888888892,0.28781944444444435,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,16,6,10,1,0.03,0.0,0.0,0.04,0.7793148239633343,0.0017278199875981398,True,0.6431936757224472,0.0028418854565230964,0.006134826060691717,True,True,0.0009008076714448652,0.003999421145693786,2.2827505240338238e-05,0.002542388542554067,0.002841885456523377,-0.01174997886349422,0.014273034723711808,False,True,0.016666666666666663,-0.18500000000000005,0.2233888888888889,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,17,6,10,1,0.03,0.0,0.0,0.04,0.02895099381247183,-0.012170475227192666,True,0.10954331942638418,-0.017336377937161772,0.010833549128222302,True,True,0.0008855650446904626,0.0022434948921740885,0.000263540855671762,0.002478575934274112,-0.017336377937160745,-0.03924736892881023,0.003631652270472255,False,True,-0.11777777777777776,-0.31725000000000003,0.07445833333333335,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,18,6,10,1,0.03,0.0,0.0,0.04,0.6280662357099474,0.002632078231125182,True,0.8730800942167345,-0.001341454237069419,0.008397348539841289,True,True,0.0008121876325478852,0.0006048992804180605,0.00013032762424393577,0.0014031548242406141,-0.0013414542370693346,-0.02182719536062445,0.01798826023265916,False,True,0.009444444444444422,-0.20445833333333333,0.2284166666666666,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,19,6,10,1,0.03,0.0,0.0,0.04,0.20464622748025507,-0.006371482263042227,True,0.9883753646771156,-0.00016592481398340265,0.011388242287511707,True,True,0.0008476928007545472,0.0009758438486275144,0.00030430690712176866,0.0011402227950640183,-0.00016592481398322635,-0.02126928084912695,0.01944763003857666,False,True,0.006666666666666654,-0.1961388888888889,0.21563888888888877,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,20,6,10,1,0.03,0.0,0.0,0.04,0.051132776499733364,-0.012214136862078373,True,0.11850771531627192,-0.01328873491134028,0.008512592146874793,True,True,0.0007942640552839672,0.0004751458109657563,0.00013796626964870652,0.0019574217490853345,-0.013288734911340371,-0.03903253779228406,0.013715710414512037,False,True,-0.1455555555555556,-0.34501388888888884,0.07558333333333335,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,21,6,10,1,0.03,0.0,0.0,0.04,6.426387416725229e-05,-0.02666818888207888,True,0.00014680135048436352,-0.03253121773939026,0.008568922053479734,True,True,0.0009635968918003572,0.0006754031268733745,0.00012391958629579775,0.0024307253730486734,-0.0325312177393903,-0.05451316080905949,-0.011511993430864878,True,False,-0.3416666666666666,-0.5305555555555554,-0.14054166666666668,True,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,22,6,10,1,0.03,0.0,0.0,0.04,0.055748320877566516,-0.010562096597735932,True,0.5229771931779146,-0.010821498423283869,0.016941338627841862,True,True,0.0008411057340811965,0.00036899311607449975,0.0007769162901012827,0.001745900763938751,-0.010821498423280273,-0.04300254045451637,0.022184540999373347,False,True,-0.09833333333333338,-0.28115277777777775,0.10725000000000003,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,23,6,10,1,0.03,0.0,0.0,0.04,1.2949283916187206e-06,0.029423791899984293,True,0.0006278345696282989,0.03239397794914383,0.009473874365420385,True,True,0.0009265681537092474,0.0021501647744471696,0.0001766060711043863,0.0019726562418257106,0.03239397794914413,0.009291628831737512,0.058999363235916515,True,False,0.20611111111111113,-0.006722222222222207,0.4166944444444444,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,24,6,10,1,0.03,0.0,0.0,0.04,0.043415605278217584,0.010281171254584824,True,0.6148508455576114,0.006853184423027805,0.013620252443123579,True,True,0.0008913840929906837,0.007496143656559641,0.00046739542054415604,0.0009326257185357577,0.0068531844230275,-0.022606412661922645,0.03653559281166017,False,True,0.07222222222222219,-0.11840277777777779,0.26948611111111104,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,25,6,10,1,0.03,0.0,0.0,0.04,0.5242397998613575,0.0038077597347397356,True,0.543313451530677,0.00596335049716919,0.009811207181970387,True,True,0.0008822240043521532,0.002307570427876812,0.0002005569586674275,0.001647604235013112,0.0059633504971692754,-0.017291025612049586,0.029694285185914653,False,True,0.07499999999999996,-0.13338888888888886,0.29666666666666663,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,26,6,10,1,0.03,0.0,0.0,0.04,0.23614069063638665,0.005922570269230388,True,0.6896456702233678,0.004150664737876063,0.01039391665561583,True,True,0.0008751399956819958,0.003282792707579846,0.000236586510763464,0.0018035464333571536,0.0041506647378758265,-0.015784412257981936,0.024039588573638956,False,True,0.05722222222222223,-0.15223611111111116,0.2594583333333333,False,0.0
M6_S10_R1_sma0.03_rho0.0_beta0.0,27,6,10,1,0.03,0.0,0.0,0.04,0.3362694595937451,-0.005929419880298984,True,0.6761932982305996,-0.007865209168762939,0.018831458020826402,True,True,0.0009616073997151686,0.003937394459208579,0.0009677106935989092,0.001231376412978479,-0.00786520916876283,-0.04498928786313018,0.022409507808010178,False,True,-0.0755555555555556,-0.2839444444444444,0.12504166666666663,False,0.0
