ticker,n_months,rho_ols,rho_mu,h_ols_days,h_mu_days,s_x,sigma_V_daily
APD,177,0.8737852396167776,0.8901870475056652,107.88630410324771,125.1343812165454,0.3381878677139428,0.038060075885477024
APH,176,1.0045266907155168,0.995,inf,2903.9340327072778,0.5154050988412355,0.017084973161392028
ARE,164,0.8829031716812269,0.9018271912135258,116.87908190549086,140.86671986780115,0.47481898651872245,0.048532229775430875
ATO,93,0.8398388900916188,0.8690111675909412,83.39439032058813,103.67637523918232,0.17132446207228968,0.015245530440929727
AVY,164,0.8764375315584746,0.8952487526627703,110.36551386662177,131.5463975258036,0.24223035718967992,0.026480951356508506
AXP,176,0.900403315669597,0.9175843864483647,138.74507350316554,169.23575662121237,0.253346535541308,0.022868542512923404
AZO,175,0.9636307350092411,0.9840830828726842,392.90756339342227,907.2068948289009,0.26158829838573927,0.013708709311065848
BA,117,0.8976932138783293,0.9244673469729973,134.86990326071668,185.33925594648332,0.5217104879694818,0.044236238800092254
BAC,149,0.9511305917562317,0.977007139979265,290.5180878399829,625.7637777771508,0.48024483502493825,0.03106229137811506
BALL,164,0.9568143924598294,0.9799681232412033,329.7272473106184,719.3437922921408,0.6976126234597425,0.05045390137554531
BAX,149,0.9531201502062394,0.9800326215032477,303.1615272068835,721.6910720247519,0.6232495795928296,0.06798324754822044
BBWI,117,0.9355889537360011,0.9650794803833189,218.62869151391652,409.51372475688584,6.16276947158389,0.41046885303264796
BBY,174,0.9210646489137261,0.9387815176461827,177.0274463453132,230.4181445471411,0.4784122469851815,0.038501636959271786
BC,95,0.914348727609071,0.9478251416747654,162.55934844872218,271.6436439312209,0.6886807486459456,0.053394817159132135
BDX,77,0.8441986635926965,0.8832987163370384,85.9438612555715,117.30095201141502,0.5748531866391543,0.053814433031919816
BEN,179,0.9046147106504917,0.9218703548886661,145.20347501365302,178.9301713052645,0.8143594999031464,0.07818654078211201
BF-B,166,0.9809846175265478,0.995,758.1889645886257,2903.9340327072778,0.6052329277050065,0.021575661629936016
BIIB,177,0.9778207550196993,0.995,648.9880895287413,2903.9340327072778,0.5375202612658009,0.023552714957066172
BIO,131,0.9736430855030083,0.995,544.9579471374461,2903.9340327072778,1.2470355799693857,0.07471731992890354
BKNG,167,0.855788406875218,0.874036583519351,93.46877599655166,108.11677486488614,0.7078454648007206,0.07803290190949201
BKR,75,0.950924113026563,0.995,289.26464052656,2903.9340327072778,0.3954935760512208,0.028611148572023244
