feature_set,model,target,phase_group,n,R2,R2_lo,R2_hi,sign_acc_resolvable,n_resolvable,sign_lo,sign_hi,R2_shuffledV,MAPE_V,MAPE_lo,MAPE_hi,R2_price_only,selectivity_R2
full,gbt,x,resolution,73422,0.9440323036689041,0.9384694111989929,0.9492401707124398,0.9784150286140831,64304.0,0.973047436372877,0.9838386462117104,-0.051098765220701114,,,,0.4084325204783841,0.53559978319052
full,gbt,x,all,288000,0.9278237817408814,0.9231824298983754,0.9321562982758855,0.9411243287079603,212091.0,0.9357484478372369,0.9461878768109808,-0.03706170730568292,,,,0.5266465360661534,0.401177245674728
full,gbt,logV,calm,119663,0.8956168581308035,0.8823924986857238,0.9077785888094941,,,,,-0.027582117276615525,0.04932306050947116,0.04717001040094241,0.05128047022610418,0.19670405565578375,0.6989128024750197
full,gbt,logV,event,94915,0.8770430758462402,0.8621883865222512,0.8906341630871737,,,,,-0.034552137358639934,0.06534534963896527,0.06329939857336145,0.06724542914719837,0.34265064873168216,0.534392427114558
full,gbt,logV,resolution,73422,0.9028255817905149,0.8921642472386166,0.9128098950101269,,,,,-0.06485759089779108,0.05591564804877045,0.05395940599317024,0.057721989063464596,-0.09553320805320653,0.9983587898437214
full,gbt,logV,all,288000,0.9075236719502582,0.9002956569449494,0.9145642519269651,,,,,-0.040037699237132074,0.05628415958945855,0.054869476903018535,0.05758864457931407,0.3010958510283427,0.6064278209219155
full,mlp,x,calm,119663,0.7535169300544595,0.7226777255036716,0.7795722084815067,0.9104356729167622,65439.0,0.9005011406369141,0.9195201139668798,-0.14209378348761148,,,,0.07484441088372085,0.6786725191707387
full,mlp,x,event,94915,0.9082615121991799,0.8899263440712779,0.9196322959005468,0.9457667460047603,82348.0,0.9409808095423549,0.9499807968265114,-0.16139445953105414,,,,0.7080060971134463,0.20025541508573363
full,mlp,x,resolution,73422,0.8999688135907113,0.8907595529876632,0.9092064408885946,0.9748227170938044,64304.0,0.9700179136701468,0.979867506997783,-0.2286559415955749,,,,0.5097889595242728,0.3901798540664385
full,mlp,x,all,288000,0.8877818502194367,0.8765028755473661,0.8959539721526457,0.9436751205850319,212091.0,0.9393241670389411,0.9478029161010315,-0.17696453206035656,,,,0.5712923812532089,0.31648946896622776
full,mlp,logV,calm,119663,0.852033238778521,0.8333394046716971,0.8689627087905633,,,,,-0.12199578422920654,0.059430794689842935,0.05719154469065945,0.06165857489475058,0.20956384547925488,0.6424693932992661
full,mlp,logV,event,94915,0.8016231098613175,0.7571782229159091,0.8377500507124418,,,,,-0.16365652723947255,0.19137993135770603,0.07752539632618549,0.42040498534519755,0.3543731483792476,0.44724996148206986
full,mlp,logV,resolution,73422,0.8426358449395629,0.8222658972632939,0.8598394246772187,,,,,-0.21290627449347843,0.0711673957134895,0.06862273387269183,0.07370208653597066,-0.040627171890117664,0.8832630168296806
full,mlp,logV,all,288000,0.8569079675956373,0.8402967068220265,0.87151942370153,,,,,-0.16159368680666297,0.10590883992313602,0.06775881526506308,0.1802509445672227,0.32107361354989483,0.5358343540457424
price_only,ridge,x,calm,119663,-0.00013152150822204334,-0.04405915056136908,0.03807010278724369,0.577071776769205,65439.0,0.5592247094031984,0.5936369245513029,,,,,-0.00013152150822204334,
price_only,ridge,x,event,94915,0.6336719004842772,0.6135962359294918,0.6552552451356194,0.8361951717103027,82348.0,0.8261339218925788,0.8463969263474117,,,,,0.6336719004842772,
price_only,ridge,x,resolution,73422,0.14393596278271614,-0.034018833924755486,0.24291796893470102,0.630054117939786,64304.0,0.6166543258543536,0.6448701313232587,,,,,0.14393596278271614,
price_only,ridge,x,all,288000,0.4104876149537643,0.35633788907153263,0.44887625762606626,0.6937446662046008,212091.0,0.6849316885036567,0.7024702212727088,,,,,0.4104876149537643,
price_only,ridge,logV,calm,119663,0.09325523737005936,0.0457310833564831,0.1374180887848217,,,,,,0.14552722360280576,0.14068680637230632,0.15103267629729258,0.09325523737005936,
price_only,ridge,logV,event,94915,0.3242821290056037,0.2819710380676193,0.3622945302794286,,,,,,0.15052433900969195,0.14353218092804151,0.15787392433060501,0.3242821290056037,
price_only,ridge,logV,resolution,73422,-0.3609149993675975,-0.8443681769548149,-0.12019494219969497,,,,,,0.21470719173148464,0.20575210936356408,0.22572780773192294,-0.3609149993675975,
price_only,ridge,logV,all,288000,0.20399871036773176,0.10411305212285067,0.2615957325824378,,,,,,0.1648106709249879,0.16024504460168973,0.1701072701548445,0.20399871036773176,
price_only,gbt,x,calm,119663,0.08277009413832559,0.039973269164313235,0.118840260664504,0.5671694249606504,65439.0,0.547183752822849,0.5853951293224244,,,,,0.08277009413832559,
price_only,gbt,x,event,94915,0.679794848871608,0.6588351253551905,0.7010702812989201,0.8206028075970272,82348.0,0.8106449905558591,0.8305939350755407,,,,,0.679794848871608,
price_only,gbt,x,resolution,73422,0.4084325204783841,0.3799763435569274,0.43456551937535587,0.7659865638218463,64304.0,0.7529407375657171,0.7808627412633329,,,,,0.4084325204783841,
price_only,gbt,x,all,288000,0.5266465360661534,0.5049506363947757,0.5456655532230794,0.7258488101805357,212091.0,0.7165621541663124,0.7350328861145412,,,,,0.5266465360661534,
price_only,gbt,logV,calm,119663,0.19670405565578375,0.15502434269418117,0.23754528995755908,,,,,,0.13622692874598621,0.13145492356739438,0.1412730249462524,0.19670405565578375,
price_only,gbt,logV,event,94915,0.34265064873168216,0.3092529554986024,0.3737676544311605,,,,,,0.1473736627151792,0.14104268596167713,0.15502664908599856,0.34265064873168216,
price_only,gbt,logV,resolution,73422,-0.09553320805320653,-0.15311090833332747,-0.04256771362592035,,,,,,0.20309052443475675,0.19462338371382681,0.2136144182598273,-0.09553320805320653,
price_only,gbt,logV,all,288000,0.3010958510283427,0.28231041398838297,0.31867650948013165,,,,,,0.15694655088955173,0.1526311479006997,0.16192804833055363,0.3010958510283427,
price_only,mlp,x,calm,119663,0.07484441088372085,0.019578172100908696,0.1181504016155565,0.5959595959595959,65439.0,0.5808876077070924,0.6108703178570257,,,,,0.07484441088372085,
price_only,mlp,x,event,94915,0.7080060971134463,0.6850042998830644,0.7308357914420576,0.8311798707922475,82348.0,0.8220089280924172,0.840059671931827,,,,,0.7080060971134463,
price_only,mlp,x,resolution,73422,0.5097889595242728,0.4774763377630669,0.5375602773158764,0.7884735008708634,64304.0,0.776610993832219,0.8005660094774021,,,,,0.5097889595242728,
price_only,mlp,x,all,288000,0.5712923812532089,0.5454046441384256,0.5932048137284596,0.7456563456252269,212091.0,0.7367748074835084,0.7537729217321206,,,,,0.5712923812532089,
price_only,mlp,logV,calm,119663,0.20956384547925488,0.16453036504736307,0.25193987759897307,,,,,,0.1345445892040402,0.12963049848565453,0.13939711698340004,0.20956384547925488,
price_only,mlp,logV,event,94915,0.3543731483792476,0.31526014244830275,0.39029694470822407,,,,,,0.14501106216048673,0.1391079771813987,0.15161857570669518,0.3543731483792476,
price_only,mlp,logV,resolution,73422,-0.040627171890117664,-0.1253245295474429,0.019093557157024522,,,,,,0.19282661665565332,0.18404744759830566,0.20351765663456808,-0.040627171890117664,
price_only,mlp,logV,all,288000,0.32107361354989483,0.29484814683081567,0.34292522787434776,,,,,,0.15285225691311474,0.1487305281152521,0.15753820416411896,0.32107361354989483,
