persona,scenario,seed,policy,mcr_0.05,band_mas,turnover,cost_paid,return_pct,mdd_pct,coverage_0.05
ISFJ,flat,0,L5_full,0.015124384450416167,0.0022168098793833644,0.1608308187635838,0.8041540938179188,-0.7681997321935752,-3.6542983804210616,0.67
ISFJ,flat,0,L5_price_only,0.02220857420676385,0.0011727780957116434,0.7919570953395061,3.9597854766975304,0.5858869707423775,-4.679186788289524,0.67
ISFJ,flat,0,L5_level_free,0.11498263997694673,0.0016421456868005724,1.2262647282282086,6.131323641141043,-2.3968261393048307,-6.401801760038883,0.67
ISFJ,flat,0,always_hold,0.1057737289859209,0.0,0.0,0.0,-3.6887520029362353,-7.368010664872216,0.67
ISFJ,flat,0,constant_mix,0.10145945239094371,0.0,0.12041998351301017,0.602099917565051,-3.5999604968585674,-7.3737618165522045,0.67
ISFJ,flat,0,v_oracle,0.09999999999999996,0.09999999999999996,0.19999999999999998,0.9999999999999998,-0.009999999999998899,0.0,0.67
ISFJ,flat,0,mandate_conditional_oracle,0.003008223439692086,0.001485039965534719,0.1415890828524212,0.707945414262106,-1.7614062610800119,-3.744244229680227,0.67
ISFJ,flat,1,L5_full,0.044991770191922735,0.002296715038383748,0.37924640501703616,1.8962320250851812,0.2477053725967293,-3.900555995594013,0.955
ISFJ,flat,1,L5_price_only,0.18657376846022622,0.001533648196115792,0.19243652293747476,0.9621826146873739,-3.285700775327116,-4.987521720739229,0.955
ISFJ,flat,1,L5_level_free,0.10349553703399834,0.0016759342770574631,0.9637660261640636,4.818830130820317,-1.3693309482686211,-4.478200003104627,0.955
ISFJ,flat,1,always_hold,0.0864925076036422,0.0,0.0,0.0,-2.8427834281156916,-3.7403104085770855,0.955
ISFJ,flat,1,constant_mix,0.10067872335169308,0.0,0.061860950049086795,0.30930475024543397,-2.7597141401662473,-3.895750742050108,0.955
ISFJ,flat,1,v_oracle,0.09999999999999996,0.09999999999999996,0.19999999999999996,0.9999999999999998,-0.009999999999998899,0.0,0.955
ISFJ,flat,1,mandate_conditional_oracle,0.004236405320142133,0.001996862321208665,0.13573985399121624,0.6786992699560812,-1.277502099101513,-1.9398022565651152,0.955
ISFJ,flat,2,L5_full,0.014344035891603994,0.002623240373706808,0.18903697350553508,0.9451848675276754,1.5287728104324882,-1.662083922672497,0.86
ISFJ,flat,2,L5_price_only,0.1187408013604348,0.0018822891128554052,1.1513430681249412,5.756715340624707,10.058603364158248,-3.2399408976164557,0.86
ISFJ,flat,2,L5_level_free,0.05085596909726331,0.002333520423007639,1.4542843287454006,7.271421643727001,4.083072104961438,-3.0902082690268284,0.86
ISFJ,flat,2,always_hold,0.12449165855238638,0.0,0.0,0.0,3.8409225322821428,-3.64811736323698,0.86
ISFJ,flat,2,constant_mix,0.09972976471870151,0.0,0.16405178047694766,0.8202589023847382,4.230712399724101,-3.28838712287699,0.86
ISFJ,flat,2,v_oracle,0.09999999999999998,0.09999999999999996,0.19999999999999996,0.9999999999999998,-0.009999999999998899,0.0,0.86
ISFJ,flat,2,mandate_conditional_oracle,0.00457234750105085,0.002950988976043607,0.14222467382130777,0.7111233691065388,2.0082390076502366,-1.682676490553059,0.86
ISFJ,flat,3,L5_full,0.11963367384160427,0.000637682545924758,0.8345899563613264,4.172949781806633,9.308775125816005,-2.079731667408702,0.565
ISFJ,flat,3,L5_price_only,0.08534893278295097,0.0010720846970029391,0.8813356752186957,4.4066783760934785,12.329201832305593,-2.079731667408702,0.565
ISFJ,flat,3,L5_level_free,0.12705457635894707,0.0005397111449035189,1.5334672116511425,7.667336058255714,10.677186764175062,-3.622375285881241,0.565
ISFJ,flat,3,always_hold,0.0971317373465427,0.0,0.0,0.0,10.189289499019715,-3.5650867130956665,0.565
ISFJ,flat,3,constant_mix,0.09917602318063581,0.0,0.1485043110937215,0.7425215554686075,9.167645319268459,-3.2485621524506736,0.565
ISFJ,flat,3,v_oracle,0.6150442477876106,0.64,2.1485454053504256,10.742727026752128,34.78711326477504,-15.718491191756312,0.565
ISFJ,flat,3,mandate_conditional_oracle,0.003566520504992838,0.0015495616930769332,0.5413151365141599,2.706575682570799,11.436898451106314,-4.879605170285172,0.565
ISFJ,flat,4,L5_full,0.008965496832664142,0.000949828412861139,0.16373664630925114,0.8186832315462557,1.7362674527079625,-1.4199468964054551,0.81
ISFJ,flat,4,L5_price_only,0.026859439461976168,0.0005314709873652702,0.3732250655129028,1.8661253275645138,1.4467647614546886,-1.4199468964054551,0.81
ISFJ,flat,4,L5_level_free,0.09505513154295443,0.0006833138282715847,1.220822671308925,6.104113356544626,4.606413348869287,-2.1983445741732943,0.81
ISFJ,flat,4,always_hold,0.12125942728232653,0.0,0.0,0.0,2.8865603270758156,-3.028555475824879,0.81
ISFJ,flat,4,constant_mix,0.1004262073358209,0.0,0.11760750868806055,0.5880375434403028,3.1609020312809655,-2.612158032919343,0.81
ISFJ,flat,4,v_oracle,0.09999999999999998,0.09999999999999996,0.19999999999999998,0.9999999999999998,-0.009999999999998899,0.0,0.81
ISFJ,flat,4,mandate_conditional_oracle,0.004807412269363545,0.001068325078996101,0.14243598342645836,0.7121799171322918,1.6157870305860467,-1.2875408272251643,0.81
ISFJ,flat,5,L5_full,0.0825031321221388,0.0005523695268437337,0.12646377903149592,0.6323188951574795,2.4982930627226674,-1.2880372914183535,0.21
ISFJ,flat,5,L5_price_only,0.11166888237794506,0.0009368206150015173,0.5140194986854564,2.5700974934272818,1.2460179078112477,-1.275535001385708,0.21
ISFJ,flat,5,L5_level_free,0.10602479578689243,0.0009684804348091662,0.7835566773669768,3.9177833868348837,2.624344479373941,-2.566893330967368,0.21
ISFJ,flat,5,always_hold,0.10858811323212694,0.0,0.0,0.0,2.0641640372736303,-2.8542461894041637,0.21
ISFJ,flat,5,constant_mix,0.10346244420343689,0.0,0.06599077274919768,0.32995386374598845,2.205580256683626,-2.493507548399776,0.21
ISFJ,flat,5,v_oracle,0.5714285714285714,0.616,1.9820202194333385,9.910101097166692,18.142920932362205,-10.230552232614754,0.21
ISFJ,flat,5,mandate_conditional_oracle,0.002549515710696853,0.0018337551822531911,0.3687368964062065,1.8436844820310325,4.579873570967807,-3.160823162467541,0.21
ISFJ,flat,6,L5_full,0.01809509176813282,0.002698503482907273,0.42939673994568067,2.1469836997284037,1.0101518206511617,-4.626910072703172,0.76
ISFJ,flat,6,L5_price_only,0.17871876676221493,0.001382499593931213,0.7639033991682765,3.8195169958413824,-0.4706548108155184,-8.253006147583298,0.76
ISFJ,flat,6,L5_level_free,0.13647945891128668,0.001068814935181143,1.4837533991727114,7.418766995863557,-1.3827078186192,-7.680462250294551,0.76
ISFJ,flat,6,always_hold,0.10921042631896286,0.0,0.0,0.0,-1.3293835871318715,-6.647653049028701,0.76
ISFJ,flat,6,constant_mix,0.10030764329358534,0.0,0.16167660510343604,0.8083830255171802,-0.5791422024038595,-6.290338657295869,0.76
ISFJ,flat,6,v_oracle,0.09999999999999998,0.09999999999999996,0.19999999999999996,0.9999999999999998,-0.009999999999998899,0.0,0.76
ISFJ,flat,6,mandate_conditional_oracle,0.0035524837891360156,0.0026864461668702822,0.19068492656232253,0.9534246328116128,-0.01946100699325992,-3.133588363310824,0.76
ISFJ,flat,7,L5_full,0.012761390614745967,0.0024098506287839982,0.15331056880931077,0.7665528440465538,-1.1221195065269973,-3.8959796446007,1.0
ISFJ,flat,7,L5_price_only,0.048590545062110184,0.002697089510336684,0.3380730114522517,1.6903650572612587,-3.010066073872364,-5.730964545326966,1.0
ISFJ,flat,7,L5_level_free,0.10003108317253809,0.001351912195584611,1.5256755745105326,7.6283778725526625,2.1815533911268448,-4.828307790328368,1.0
ISFJ,flat,7,always_hold,0.07668564170948927,0.0,0.0,0.0,-1.587883359650788,-5.958365952190981,1.0
ISFJ,flat,7,constant_mix,0.09883596409846844,0.0,0.08590106714054593,0.4295053357027297,-1.2815815953010512,-6.639903031612082,1.0
ISFJ,flat,7,v_oracle,0.09999999999999998,0.09999999999999996,0.19999999999999998,0.9999999999999998,-0.009999999999998899,0.0,1.0
ISFJ,flat,7,mandate_conditional_oracle,0.0037008127075474477,0.0026248721035390743,0.14136089776734942,0.706804488836747,-0.5687446492368853,-3.300479451331939,1.0
ISFJ,flat,8,L5_full,0.06358007948352168,0.001139118103369132,0.8211364753410743,4.105682376705371,16.499159559100505,-6.708858102749726,0.58
ISFJ,flat,8,L5_price_only,0.06632367585668128,0.0008051699248918982,1.2511845376638586,6.255922688319293,13.69287810569546,-12.960711179503237,0.58
ISFJ,flat,8,L5_level_free,0.06793015172896653,0.0008533623001445038,1.595305712307385,7.976528561536925,15.793691665920239,-9.611757203721972,0.58
ISFJ,flat,8,always_hold,0.04465643636290124,0.0010383539186100117,0.0,0.0,12.248101320046256,-12.830981890723026,0.58
ISFJ,flat,8,constant_mix,0.09843481421306723,0.0,0.3569148296931581,1.7845741484657902,12.205376269742342,-8.790612244257911,0.58
ISFJ,flat,8,v_oracle,0.6896551724137931,0.682,4.737366753402785,23.686833767013926,87.85617109407642,-26.916624517893094,0.58
ISFJ,flat,8,mandate_conditional_oracle,0.003239444229451948,0.0027562333842880826,1.1404207262641541,5.702103631320771,22.2342801077543,-10.001101390082711,0.58
ISFJ,flat,9,L5_full,0.09850121179342758,0.0027052142030317018,0.449818080063122,2.2490904003156102,2.0548594877438875,-6.529499676859551,0.685
ISFJ,flat,9,L5_price_only,0.17419998654101082,0.002116162687513603,0.3206977163865634,1.603488581932817,-2.804314472286318,-10.93851769440073,0.685
ISFJ,flat,9,L5_level_free,0.06987618263494047,0.0020498771971068194,0.6424606280451112,3.212303140225556,-0.6740107732542522,-7.209332959193726,0.685
ISFJ,flat,9,always_hold,0.0948411650287027,0.0,0.0,0.0,-1.9678654968365072,-6.982858959135818,0.685
ISFJ,flat,9,constant_mix,0.09899224798062503,0.0,0.14473569134612144,0.7236784567306072,-1.448252965927932,-7.312762966527508,0.685
ISFJ,flat,9,v_oracle,0.13065693430656933,0.2409999999999999,2.3422410475842756,11.71120523792138,14.176987706048362,-7.24291308015983,0.685
ISFJ,flat,9,mandate_conditional_oracle,0.002569456161040667,0.0013811274619601513,0.5505122010759614,2.7525610053798077,1.882397990191964,-4.441660062557706,0.685
